Date,Close
1/2/2020 16:00:00,3.21
1/3/2020 16:00:00,2.98
1/6/2020 16:00:00,3.14
1/7/2020 16:00:00,3.15
1/8/2020 16:00:00,3.14
1/9/2020 16:00:00,3.1
1/10/2020 16:00:00,3.11
1/13/2020 16:00:00,3.31
1/14/2020 16:00:00,3.29
1/15/2020 16:00:00,3.35
1/16/2020 16:00:00,3.4
1/17/2020 16:00:00,3.29
1/21/2020 16:00:00,3.56
1/22/2020 16:00:00,3.44
1/23/2020 16:00:00,3.84
1/24/2020 16:00:00,4.24
1/27/2020 16:00:00,5.32
1/28/2020 16:00:00,4.36
1/29/2020 16:00:00,4.11
1/30/2020 16:00:00,4.66
1/31/2020 16:00:00,4.53
2/3/2020 16:00:00,3.91
2/4/2020 16:00:00,3.71
2/5/2020 16:00:00,3.56
2/6/2020 16:00:00,3.37
2/7/2020 16:00:00,3.19
2/10/2020 16:00:00,3.48
2/11/2020 16:00:00,3.39
2/12/2020 16:00:00,3.34
2/13/2020 16:00:00,3.86
2/14/2020 16:00:00,4.15
2/18/2020 16:00:00,4.22
2/19/2020 16:00:00,3.81
2/20/2020 16:00:00,3.64
2/21/2020 16:00:00,3.75
2/24/2020 16:00:00,3.96
2/25/2020 16:00:00,3.74
2/26/2020 16:00:00,3.99
2/27/2020 16:00:00,4.36
2/28/2020 16:00:00,4.28
3/2/2020 16:00:00,4.39
3/3/2020 16:00:00,7.45
3/4/2020 16:00:00,8.03
3/5/2020 16:00:00,9.8
3/6/2020 16:00:00,14.09
3/9/2020 16:00:00,9.83
3/10/2020 16:00:00,5.7
3/11/2020 16:00:00,8.37
3/12/2020 16:00:00,9.5
3/13/2020 16:00:00,7.2
3/16/2020 16:00:00,6.13
3/17/2020 16:00:00,7.34
3/18/2020 16:00:00,7.44
3/19/2020 16:00:00,6.49
3/20/2020 16:00:00,7.22
3/23/2020 16:00:00,6.62
3/24/2020 16:00:00,7.09
3/25/2020 16:00:00,6.68
3/26/2020 16:00:00,7.15
3/27/2020 16:00:00,8.32
3/30/2020 16:00:00,8.02
3/31/2020 16:00:00,7.44
4/1/2020 16:00:00,7.7
4/2/2020 16:00:00,7.52
4/3/2020 16:00:00,7.74
4/6/2020 16:00:00,8.44
4/7/2020 16:00:00,8.27
4/8/2020 16:00:00,8.32
4/9/2020 16:00:00,8.12
4/13/2020 16:00:00,7.76
4/14/2020 16:00:00,7.44
4/15/2020 16:00:00,7.14
4/16/2020 16:00:00,7.89
4/17/2020 16:00:00,8.26
4/20/2020 16:00:00,9.05
4/21/2020 16:00:00,9.9
4/22/2020 16:00:00,11.71
4/23/2020 16:00:00,12.03
4/24/2020 16:00:00,14.59
4/27/2020 16:00:00,13.7
4/28/2020 16:00:00,13.75
4/29/2020 16:00:00,13.74
4/30/2020 16:00:00,12.03
5/1/2020 16:00:00,10.28
5/4/2020 16:00:00,11.23
5/5/2020 16:00:00,10.64
5/6/2020 16:00:00,10.47
5/7/2020 16:00:00,10.7
5/8/2020 16:00:00,10.86
5/11/2020 16:00:00,11.9
5/12/2020 16:00:00,12.9
5/13/2020 16:00:00,13.37
5/14/2020 16:00:00,13.65
5/15/2020 16:00:00,13.43
5/18/2020 16:00:00,14.17
5/19/2020 16:00:00,14.56
5/20/2020 16:00:00,15.79
5/21/2020 16:00:00,14.24
5/22/2020 16:00:00,14.08
5/26/2020 16:00:00,14.46
5/27/2020 16:00:00,13.19
5/28/2020 16:00:00,13.35
5/29/2020 16:00:00,14.75
6/1/2020 16:00:00,14.86
6/2/2020 16:00:00,14.34
6/3/2020 16:00:00,12.43
6/4/2020 16:00:00,11.88
6/5/2020 16:00:00,11.93
6/8/2020 16:00:00,12.03
6/9/2020 16:00:00,12.76
6/10/2020 16:00:00,13.39
6/11/2020 16:00:00,12.18
6/12/2020 16:00:00,13.02
6/15/2020 16:00:00,14.15
6/16/2020 16:00:00,13.9
6/17/2020 16:00:00,13.82
6/18/2020 16:00:00,14.34
6/19/2020 16:00:00,14.27
6/22/2020 16:00:00,15.3
6/23/2020 16:00:00,21.57
6/24/2020 16:00:00,23.87
6/25/2020 16:00:00,31.25
6/26/2020 16:00:00,29.98
6/29/2020 16:00:00,31.69
6/30/2020 16:00:00,26.95
7/1/2020 16:00:00,19.73
7/2/2020 16:00:00,21.45
7/6/2020 16:00:00,20.93
7/7/2020 16:00:00,24.09
7/8/2020 16:00:00,23.46
7/9/2020 16:00:00,23.27
7/10/2020 16:00:00,23.38
7/13/2020 16:00:00,25.62
7/14/2020 16:00:00,26.21
7/15/2020 16:00:00,24.51
7/16/2020 16:00:00,24.57
7/17/2020 16:00:00,26.97
